,번호,본문,요약문,중요단어,추출단어
10,11,"경상남도 사천시 곤명면 금성리 뒷산에 있으며, 산 정상 아래쪽 테를 맨 모양으로 둘러쌓은 성곽으로 대부분 흙으로 쌓은 산성이다. 산성의 둘레는 약 2㎞이고 넓이는 약 8000평인데, 지금은 둘레 100m, 너비 1.5m 가량의 흔적만 남아 있을 뿐 성지는 대부분 과수원으로 개간되어 있다. 이곳에서 금동제마상 1개, 철제장검 1개, 민무늬토기조각, 기와조각 등 많은 유물이 출토되었다. 특히 기와조각에는 ‘삼정(三井)’이라고 새긴 글자를 통해 신라 때 기와로 보고 있다. 성을 쌓은 시기는 확실치 않으나 경남지방의 축성활동과 출토된 유물 등으로 미루어 삼국시대 때 쌓은 산성으로 추정하고 있다.",경상남도 사천시 곤명면 금성리 뒷산에 있는 성지에는 산성의 흔적만 남아 있을 뿐 대부분 과수원으로 개간됐다.,"산성,삼정,신라,삼국시대","경상남도,사천시,곤명면,금성,리,뒷산,산,정상,아래쪽,테,맨,모양,성곽,대부분,흙,산성,산성,둘레,약,넓이,약,평,지금,둘레,너비,가량,흔적,남아,뿐,성지,대부분,과수원,개간,곳,금동,마상,개,철제,장검,개,민무늬토기,조각,기와,조각,등,유물,출토,기와,조각,삼정,글자,통해,신라,때,기와,보고,성,시기,확실,치,경남,지방,축성,활동,출토,유물,등,삼국시대,때,산성,추정"
11,12,"향교는 훌륭한 유학자를 제사하고 지방민의 유학교육과 교화를 위하여 나라에서 지은 교육기관이다. 고흥향교는 세종 23년(1441)에 고흥현 서문 밖에 지었는데 선조 30년(1597)에 정유재란으로 불에 타 없어졌다. 숙종 21년(1695)에 현 위치에 새로 지었으며, 그 뒤에 여러 차례의 수리를 걸쳐 오늘에 이르고 있다. 현재 남아있는 건물은 대성전·명륜당·동무·서무·동재·서재 등이 있다. 경사진 곳에 위치하고 있는 고흥향교는 앞쪽에는 명륜당을 중심으로 배움의 공간을 이루고 있다. 뒤쪽 높은 곳에는 대성전을 중심으로 제사공간을 두고 있어 전학후묘의 배치형식을 따르고 있다. 조선시대에는 국가로부터 토지·노비·책 등을 지급받아 학생들을 가르쳤으나 갑오개혁(1894) 이후에는 교육적 기능은 없어지고, 봄·가을에 제사만 지낸다.",세종 23년에 고흥현 서문 밖에 지은 고흥향교는 조선시대 때 학생들을 가르쳤지만 정유재란으로 인해 소실되었다.,"세종,23년,고흥현,고흥향교,정유재란,향교,선조,30년,숙종,21년,명륜당,대성전,갑오개혁","향교,유학자,제사,지방,민,유학,교육,교화,위,나라,지은,교육,기관,고흥,향교,세종,고흥,현,서문,선조,정유재란,불,타,숙종,현,위치,그,뒤,여러,차례,수리,오늘,현재,건물,대성전,명륜당,동무,서무,재,서재,등,곳,위치,고흥,향교,앞쪽,명륜당,중심,배움,공간,뒤쪽,곳,대성전,중심,공간,전학,후묘,배치,형식,조선시대,국가,로부터,토지,노비,책,등,지급,학생,갑오개혁,이후,교육,기능,봄,가을,제사"
12,13,"신라 때의 충신 박제상을 제사지내는 사당으로, 강릉 박씨 종친에서 1900년대 초에 지었다.  박제상은 417년에 즉위한 눌지왕의 부탁으로 고구려에 볼모로 잡혀있던 왕의 동생 복호를 데려오고, 일본에 잡혀있던 왕자 미사흔을 신라로 탈출케 한 뒤 자신은 체포되어 유배되었다가 살해되었다. 또한 그의 부인은 그를 기다리다가 망부석이 되었다고 전해진다.  사당은 앞면 3칸·옆면 2칸의 규모로, 지붕 옆면이 사람 인(人)자 모양인 맞배지붕집이다. 안에는 조선 숙종(재위 1674∼1720)과 정조(재위 1776∼1800)가 직접 지은 시가 전해오고 있으며, 매년 음력 3월 5일에 차례를 지낸다.",신라 충신 박제상을 제사 지내는 사당은 앞면 3칸·옆면 2칸의 규모이고 매년 음력 3월 5일에 차례를 지낸다.,"박제상,신라,눌지왕,고구려,복호,미사흔,맞배지붕집,숙종,정조","신라,때,충신,박제상,제사,사당,강릉,박씨,종친,초,박제상,즉위,눌지왕,부탁,고구려,볼모,왕,동생,복호,일본,왕자,미사흔,신라,탈출,케,뒤,자신,체포,유배,살해,또한,그,부인,그,망부석,사당,앞,칸,옆면,칸,규모,지붕,옆면,사람,인,자,모양,배,지붕,집,안,조선,숙종,재위,과,정조,재위,직접,지은,시가,전,매년,음력,차례"
13,14,"승첩도란 전쟁에서 승리한 것을 기념하기 위해 그린 그림을 이른다. 이 승첩도는 선조 37년(1604) 임진왜란 때 왜적의 침공을 막아냈던 공신들에게 왕이 하사했던 그림이라고 전하고 있다.  임진왜란 당시 당포 앞바다에서 왜적과 싸워 승리하던 장면을 그린 것으로, 그림 제목에 ‘당포전양승첩지도’라고 전서체로 쓰여있고 그 앞에는 전열을 가다듬은 배들이 줄을 지어 배치되어 있다. 배에는 깃발을 달았는데 그 기세가 당당하여 전쟁에 승리했다는 것을 곧 알아볼 수 있게 묘사되었다. 배 아래로는 당시 군관들의 활동상황 등을 붓으로 적었으며, 군관들의 이름을 적어놓았다. 임진왜란과 관계된 그림으로, 당시 전란의 상황을 알 수 있는 매우 귀중한 자료이다.",임진왜란 당시 전란의 상황을 알 수 있는 중요한 자료인 이 승첩도는 공신들이 왜적의 침공을 막아내자 왕이 하사한 그림이다.,"임진왜란,승첩도,선조,37년,당포,앞바다,당포전양승첩지도","승첩,도란,전쟁,승리,것,기념,위해,그린,그림,이,승첩도,선조,임진왜란,때,왜적,침공,신들,왕,하사,그림,전하,임진왜란,당시,당포,앞바다,왜적,승리,장면,그린,것,그림,제목,포전,승,첩지,전서체,그,앞,전열,배,줄,배치,배,깃발,그,기세,전쟁,승리,것,곧,수,묘사,배,아래,당시,군관,활동,상황,등,붓,군관,이름,임진왜란,관계,그림,당시,전란,상황,알,수,매우,자료"
14,15,"신라 문무왕 3년(663)에 쌓은 신라 산성으로 주사산성(朱砂山城)이라고도 한다. 주사산·오봉산·오로봉산·닭벼슬산이라고도 불리는 부산의 정상을 중심으로 세 줄기의 골짜기를 따라 다듬지 않은 자연석을 이용하여 쌓은 석축성이다.  산성이 있는 곳은 대구에서 경주로 통하는 교통의 요충지로, 선덕여왕 때 백제군이 이 산을 넘어 옥문곡(일명 여근곡)까지 침입한 일이 있었다. 그 이후에 경주의 서쪽에서 침입하는 적을 방어하기 위해 쌓은 외곽산성으로 조선시대 전기까지 왜구의 침입에 대비했던 것으로 보여진다. 성밖은 4면이 경사가 심하고 험준하여 방어에 적합하다. 성안에는 넓고 평탄한 지형이 많으며 물이 풍부하여 신라의 중요한 군사기지였던 것으로 여겨진다. 효소왕 때 화랑 득오(得烏)가 죽지랑(竹旨郞)과의 우정을 그리워하며 ‘모죽지랑가(慕竹旨郞歌)’를 지은 곳으로도 유명한 곳으로, 현재는 남문터와 군의 창고터, 군사훈련을 시켰던 연병장터·우물터·못터, 그리고 비밀통로인 암문터 등이 남아 있다.",주사산성은 신라 문무왕 3년에 쌓은 석축성으로 화랑 득오가 모죽지랑가를 지은 곳으로도 유명하다.,"주사산성,문무왕,3년,석축성,득오,죽지랑,모죽지랑가,선덕여왕,옥문곡,조선시대,전기","신라,문무왕,신라,산성,주사산성,사산,오봉산,오,봉산,닭벼슬,산,부산,정상,중심,세,줄기,골짜기,자연석,이용,축성,산성,곳,대구,경주로,통,교통,요충지,선덕여왕,때,제군,이,산,옥,곡,일명,곡,침입,그,이후,경주,서쪽,침입,적,방어,위해,외곽,산성,조선시대,전기,왜구,침입,대비,것,밖,면,경사,방어,성안,지형,물이,신라,군사기지,것,효소왕,때,화랑,득오,죽지랑,우정,모죽지랑가,를,지은,곳,곳,현재,남,터,군,창고,터,군사훈련,연병,장터,우물,터,못터,비밀통로,터,등,남아"
15,16,"지석묘는 청동기시대의 대표적인 무덤으로 고인돌이라고도 부르며, 주로 경제력이 있거나 정치권력을 가진 지배층의 무덤으로 알려져 있다. 우리나라의 고인돌은 4개의 받침돌을 세워 돌방을 만들고 그 위에 거대하고 평평한 덮개돌을 올려 놓은 탁자식과, 땅속에 돌방을 만들고 작은 받침돌을 세운 뒤 그 위에 덮개돌을 올린 바둑판식으로 구분된다. 비래동 비래골 마을회관 앞 논에 고인돌 2기가 있고, 맞은편 구릉 정상부에 1기의 고인돌이 있다. 1호 고인돌은 덮개돌의 절반이 마치 입석처럼 세워져 있는데, 1963년 새마을 운동 당시 동네 주민들이 덮개돌을 쪼개 표면에 새마을기를 그려 넣었다고 한다. 2호 고인돌은 1호 고인돌에서 동쪽으로 약 5m 떨어진 곳에 있으며, 덮개돌의 규모는 길이 2.9m, 너비 2.6m이고 표면에는 알구멍<성혈(性穴):풍년을 기원하거나 자식낳기를 기원하는 의미에서 만든 구멍>  16개가 불규칙적으로 표현되었다.",지석묘이라고도 불리는 고인돌은 바둑판식과 탁자식으로 구분된다.,"지석묘,고인돌,바둑판식,탁자식,청동기시대","지석묘,청동기시대,대표,무덤,고인돌,주로,경제력,정치권,지배,층,무덤,우리나라,고인돌,개,받침돌,돌방,그,위,덮개,돌,탁자,땅속,돌방,받침돌,세운,뒤,그,위,덮개,돌,바둑판,구분,비래동,비,골,마을,회관,앞,논,고인돌,기,맞은편,구릉,정상,부,기,고인돌,호,고인돌,덮개,돌,절반,마치,입,처럼,새마을,운동,당시,동네,주민,덮개,돌,표면,새마을,호,고인돌,호,고인돌,동쪽,약,곳,덮개,돌,규모,길이,너비,표면,알,구멍,성혈,풍년,기원,거나,자식,기원,의미,구멍,개,불규칙,표현"
16,17,"이곳은 130년 전부터 우리 조상들의 생활 도구의 하나인 옹기를 만들었던 곳이다. 우리 조상들은 돌가마에서 옹기를 구워 내어 물물교환을 통해 생계를 유지하였다.이 돌가마는 제주지역에서만 볼 수 있는 매우 독특한 것으로서 이곳은 우리 조상들의 생활을 보여주어 학자들의 연구에 좋은 자료를 제공해 준다.노랑굴의 불 지피는 곳을 ‘석’, 배연구는 ‘뒷고망’이라 하며, 온도 1100℃ 이상에서 적갈색조를 내며 구워지기 때문에 ‘노랑굴’이라 하고, 그리고 소성을 하다가 약 900℃ 내외에서 연기를 먹여 검게 나타내게 하는 ‘검은굴’이 있다.이 굴에는 도요지의 벽과 천장이 맞붙어 있는 구석에 잿물구멍이 50cm 간격으로 있고, 굴의 규격은 길이 17.07m, 너비 2.89m, 높이 2.51m이며, 1948년 경에 보수한 것으로 추정된다.",제주지역에서만 볼 수 있는 이 돌가마는 옹기를 만들었던 곳으로 매우 독특하고 우리 조상들의 생활을 연구하기에 좋은 자료를 제공해 준다.,"제주지역,돌가마,옹기,석,뒷고망,노랑굴,검은굴","곳,전,우리,조상,생활,도구,하나,옹기,곳,우리,조상,돌,가마,옹기,물물교환,통해,생계,유지,이,돌,가마,지역,볼,수,매우,것,곳,우리,조상,생활,학자,연구,자료,제공,노랑,굴,불,곳,석,배,연구,망,온도,이상,적갈색,때문,노랑,굴,소성,약,내외,연기,굴,이,이,굴,도,요지,벽,천장,구석,잿물,구멍,간격,굴,규격,길이,너비,높이,경,보수,것,추정"
17,18,"청평사는 고려 광종 24년(973)에 지어져 ‘백암선원’이라 부르던 유서깊은 사찰이다. 그후에 보현원, 문수원으로 불려오다 조선 명종 때 보우선사가 크게 고쳐 지으면서 이름을 청평사로 변경해 오늘에 이르고 있다. 오랜 세월과 한국전쟁으로 인해 문수원기비와 국보였던 극락전 등이 불타 없어졌으며, 현재의 극락전은 최근에 다시 지은 것이다. 남아 있는 유물로는 회전문(보물 제164호), 삼층석탑, 진락공 부도, 환숙당 부도 등이 있다. 또한 고려시대에 관직에 있던 이자현이 벼슬을 버리고 숨어 지내던 문수원과 영지가 남아 있는데, 이곳은 고려시대의 정원을 알 수 있는 중요한 유적이다.",백암선원이라 부르던 청평사는 한국전쟁으로 인해 많은 유물들이 불에 타버렸으며 환숙당 부도 등만이 남아 있다.,"백암선원,청평사,환숙당,고려,광종,24년,보현원,문수원,조선,명종,보우선사","청평사,고려,광종,선원,유서,사찰,후,보현,수원,조선,명종,때,보우,선사,크게,이름,청평사,변경,오늘,세월,한국,전쟁,수원,기비,국보,극락전,등,불타,현재,극락전,최근,다시,지은,것,남아,유물,회,전문,보물,제,호,삼층석탑,진락공,부도,환,숙당,부도,등,또한,고려시대,관직,이자현,벼슬,수원,영지,남아,곳,고려시대,정원,알,수,유적"
18,19,"봉수대는 횃불과 연기를 이용하여 급한 소식을 전하던 옛날의 통신수단을 말한다. 높은 산에 올라가서 불을 피워 낮에는 연기로 밤에는 불빛으로 신호를 보냈다. 무학산 줄기인 해발 265m 봉화산에 있는 봉화산 봉수대는 고려 말기에 왜구의 침입 등 위급 상황을 서울에 알리기 위한 신호수단으로 쌓은 것으로 추정된다. 이곳 봉화산 봉수대는 동래에서 서울 목멱산(지금의 남산) 중앙 봉수에 이르는 봉화 선로를 연결하고 있다. 처음 동래 다대포 봉수대에서 시작하여 진해 고산봉수대, 봉화산 봉수대, 함안 칠서 안곡산 봉수대, 창녕 소산 봉수대를 거쳐 최종적으로 서울 목멱산 봉수대로 이어졌다.","봉수대는 횃불과 연기를 써서 소식을 전했던 옛날 통신 수단이며, 봉화산 봉수대는 고려 말기 위급 상황을 서울에 알리기 위해 만들어진 것으로 추정된다.","봉수대,봉화산,고려,말기","봉수대,횃불,연기,이용,소식,전,옛날,통신,수단,말,산,불,낮,연기,밤,불빛,신호,무학산,줄기,해발,봉화산,봉화산,봉수대,고려,말기,왜구,침입,등,위급,상황,서울,위,신호,수단,것,추정,곳,봉화산,봉수대,동래,서울,목멱산,지금,남산,중앙,봉수,봉화,선로,처음,동래,다대,포,봉수대,시작,진해,고산,봉수대,봉화산,봉수대,함안,칠서,안,곡산,봉수대,창녕,소산,봉수대,최종,서울,목멱산,봉수"
19,20,"조선 후기의 문신인 창주(滄州) 김익희(1610∼1656) 선생의 묘소이다.  인조 11년(1633) 문과에 급제하여 부정자에 등용된 뒤 여러 관직을 거쳐 판서에까지 올랐다. 1636년에 병자호란이 발생하자 척화론자로서 청나라와의 평화를 반대하며 남한산성에서 독전어사(督戰御使)로 활약하였다. 선생이 돌아가신 뒤 조정에서는 선생의 관직을 영의정으로 높여주었다. 대전 대덕연구단지내 국립중앙과학관 뒤쪽 야산에 위치한 묘역은 선생과 부인의 묘를 비롯하여 그 일가의 묘역으로 조성되었다. 묘의 왼쪽에는 비석이, 그 앞에는 신도비(神道碑:왕이나 고관 등의 평생업적을 기리기 위해 무덤 근처 길가에 세운 비)가 세워져 있는데, 글은 송시열이 짓고 글씨는 김진규와 김수증이 쓴 것이다.",남한산성에서 독전어사로 활약한 창주 김익희 선생의 묘소는 대전 대덕연구단지 내 국립 중앙과학관 뒤쪽에 자리해 있다.,"남한산성,독전어사,창주,김익희,조선,후기,인조,11년,병자호란,청나라,신도비","조선,후기,문신,창주,김익,선생,묘소,인조,문과,급제,부정,등용,뒤,여러,관직,판서,병자호란,발생,척,론,로서,청나라,평화,반대,남한,산성,독전,어사,로,활약,선생,뒤,조정,선생,관직,영의정,대전,대덕,구단,국립,중앙,과학관,뒤쪽,야산,위치,묘역,선생,부인,묘,비롯,그,일가,묘역,조성,묘,왼쪽,비석,그,앞,신도비,왕,고관,등,평생,업적,리기,위해,무덤,근처,길가,세운,비,글,송시열,글씨,김진규,김수,증,것"
20,21,"담양 전씨 문원공 전조생과 그의 후손 전자수를 추모하기 위해 유림과 후손들이 세운 서원이다. 전조생은 고려시대의 문신이자 학자로 학문과 문장에 뛰어났던 분이다. 고려가 망하고 이성계가 조선을 개국하였을 때 두 임금을 섬기지 않는다는 신하의 도리를 지키고자 산 속에서 은거하였다. 정조 13년(1789)에 세운 이 서원은 고종 5년(1868) 흥선대원군의 서원철폐령으로 해체되었다가 다시 세운 것이다. 경내의 건물로는 별묘와 강당 등이 있다. 별묘는 영정을 모신 곳으로 앞면 3칸·옆면 2칸 규모이며, 지붕은 옆면에서 볼 때 사람 인(人)자 모양인 맞배지붕으로 꾸몄다. 강당은 유생을 교육하고 유림들이 모임을 갖던 장소이다. 앞면 6칸·옆면 2칸 규모이며 지붕은 맞배지붕이다. 가운데 3칸에 마루를 두고 양 옆에는 온돌방을 배치하였다. 현재 교육 기능은 없어지고, 해마다 2월과 10월에 제사를 지내고 있다.",전조생과 전자수를 기리고자 1789년에 세워진 이 서원은 흥선대원군의 서원철폐령으로 해체됐다가 재건되었다.,"전조생,전자수,흥선대원군,서원철폐령,고려시대,고려,조선,이성계,정조,13년,고종,5년","담양,전씨,원공,전조생,그,후손,자수,추모,위해,유림,후손,세운,서원,전조생,고려시대,문신,이자,학자,학문,문장,분,고려,이성계,조선,개국,때,두,임금,신하,도리,산,속,은거,정조,세운,이,서원,고종,흥선대원군,서원철폐령,해체,다시,세운,것,경내,건물,묘,강당,등,묘,영정,곳,앞,칸,옆면,칸,규모,지붕,옆면,볼,때,사람,인,자,모양,배,지붕,강당,유생,교육,유림,모임,장소,앞,칸,옆면,칸,규모,지붕,배,지붕,가운데,칸,마루,양,옆,온돌방,배치,현재,교육,기능,제사"
21,22,"향교는 공자와 여러 성현께 제사를 지내고, 지방민의 교육과 교화를 위해 나라에서 세운 교육기관이다. 순흥향교는 고려 충렬왕 30년(1340)에 처음 지었으나, 단종 복위운동으로 고을과 함께 향교가 혁파당하여 약 200여년이 지난 숙종 9년(1683) 부(府)가 회복되면서 다시 세웠다. 이후 여러 차례 위치를 옮겨 세운 끝에 정조 14년(1790) 지금 있는 자리로 옮겨 오늘에 이르고 있다. 지금 남아 있는 건물로는 제사 공간인 대성전과 동무·서무, 교육 기능을 수행하는 강당인 명륜당, 학생들의 기숙사인 동재, 삼문 등이다. 전체적인 배치는 교육 공간인 명륜당을 앞에 두고, 제사 공간인 대성전을 뒤로 배치한 전학후묘의 공간 구성을 이루고 있다. 대성전에는 공자를 비롯한 그 제자와 우리나라 성현들의 위패를 모시고 있다. 조선시대에는 나라에서 토지와 노비·책 등을 지원받아 학생들을 가르쳤으나, 지금은 교육 기능은 없어지고 제사 기능만 남아 있다.",지방민 교육을 위해 고려 충렬왕 30년에 처음 지어진 순흥향교는 여러 차례 위치를 옮기다가 정조 14년에 세워진 자리가 유지되고 있다.,"고려,충렬왕,30년,순흥향교,정조,14년,향교,단종,복위운동,숙종,9년,정조,14년,명륜당","향교,공자,여러,성현,제사,지방,민,교육,교화,위해,나라,세운,교육,기관,순흥,향교,고려,충렬왕,처음,단종,복위,운동,고을,향교,혁,파당,약,년,지난,숙종,부,회복,다시,이후,여러,차례,위치,세운,끝,정조,지금,자리,오늘,지금,남아,건물,제사,공간,대성전,동무,서무,교육,기능,수행,강당,명륜당,학생,기숙사,재,문,등,전체,배치,교육,공간,명륜당,앞,제사,공간,대성전,뒤,배치,전학,후묘,공간,구성,대성전,공자,비롯,그,제자,우리나라,성현,위패,모시,조선시대,나라,토지,노비,책,등,지원,학생,지금,교육,기능,제사,기능,남아"
22,23,"『삼국유사』는 고려 일연(一然) 스님이 1281년(충렬왕 7)에 편찬한 역사서이다. 국보 제306-3호 『삼국유사』는 조선 초기 판본으로, 신라?고구려?백제?가야 및 통일신라?후고구려(고려 포함)?후백제의 간략 연표인 「왕력(王曆)」과 함께 고조선～후삼국의 역사?문화적인 사실을 기술한 「기이(紀異)」의 내용을 포함하고 있다. 비록 총 5권 중 권1～2권만 남아 있으나, 조선 초기본으로서 결장(缺張)이 없는 완전한 인출본이라는 점에서 가치가 있다.  국보 제306-3호 『삼국유사』는 1512년(중종 7)에 간행된『삼국유사』(壬申本) 중 판독하기 어려운 글자를 보완하고 현존하지 않는 인용문헌을 확인할 수 있다는 점에서 중요한 가치를 지니고 있다. 또한 이미 지정된 국보 제306호(개인소장)와 제306-2호(서울대 규장각 소장)와 비교해보아도 대등한 문화재적 가치가 인정되므로 2018년 2월 22일 보물(보물 제1866호)에서 국보로 승격되었다.",고려 일연 스님에 의해 편찬된 삼국유사는 국보 제306호와 비등한 문화재로서의 가치를 인정받아 2018년 2월 22일에 국보로 등급이 올랐다.,"고려,일연,삼국유사,국보","삼국유사,고려,일연,스님,충렬왕,편찬,역사,국보,제,호,삼국유사,조선,초기,판본,신라,고구려,백제,가야,및,통일신라,후고구려,고려,포함,후백제,간략,연표,왕,과,고조선,후삼국,역사,문화,사실,기술,기이,의,내용,포함,비록,총,권,중,권,권,남아,조선,초,기본,결장,이,인,점,가치,국보,제,호,삼국유사,중종,간행,삼국유사,중,판독,글자,보완,존,인용,문헌,확인,수,점,가치,지니,또한,지정,국보,제,호,개인,소장,제,호,서울대,규장각,소장,비교,문화재,가치,인정,보물,보물,제,호,국보,승격"
23,24,"세운 시기를 정확하게 알 수 없으나 100년 이상 되었다고 전하며 안채와 사랑채, 헛간채로 구성된 ㅁ자형 구조이다. 안채 지붕은 옆면에서 볼 때 여덟 팔(八)자 모양을 한 팔작지붕이다. 대청 기둥만은 굵은 원형의 기둥을 사용한 점이 특이하며 대청을 중심으로 오른쪽에 건넌방을 두고 왼쪽으로 안방과 부엌을 직각으로 두었다. 사랑채는 앞면 3칸·옆면 1칸 규모에 一자형 평면을 갖추고 있다. 마루방·사랑방·대문으로 구성되어 있는데 방의 앞쪽에는 넓은 툇마루를 설치하였다. 대문 왼쪽에는 2칸 사랑방을 배치하였고 방 앞면에는 툇마루를 놓았다. 헛간채는 나중에 늘려지은 건물로 양식은 영서지방 전형의 전통 민가 형식을 따르고 있다.",100년 이상 되었다고 전해지는 건물은 ㅁ자형 구조로 영서 지방 전형의 전통 민가 형식을 따르고 있다.,"영서지방,팔작지붕,대청,기둥,사랑채","세운,시기,알,수,이상,전하,사랑,채,헛간,채,구성,자형,구조,지붕,옆면,볼,때,여덟,팔,자,모양,지붕,대청,기둥,원형,기둥,사용,점,대청,중심,오른쪽,건넌방,왼쪽,안방,부엌,직각,사랑,앞,칸,옆면,칸,규모,자형,평면,마루,방,사랑방,대문,구성,방,앞쪽,툇마루,설치,대문,왼쪽,칸,사랑방,배치,방,앞면,툇마루,헛간,나중,건물,양식,영서지방,전형,전통,민가,형식"
24,25,"완도 미라리의 상록수림은 완도 앞바다에 있는 소안도의 해안가를 따라 길이 400m로 펼쳐져 있다. 상록수림을 구성하고 있는 식물들로는 모밀잣밤나무, 구실잣밤나무, 밤나무, 생달나무, 광나무, 후박나무, 보리밥나무, 사스레피나무, 동백나무, 해송 등이 있다. 예로부터 마을사람들은 이곳에 모여 마을의 안녕과 풍년, 바닷일의 무사를 비는 제사를 지내왔다. 현재 우리나라에 남아있는 상록수림의 수는 많지 않을 뿐만 아니라 완도 미라리의 상록수림은 바닷바람으로부터 마을과 농경지를 보호하는 기능도 하고 있는 등 민속적·생물학적 자료로서의 보존가치가 크므로 천연기념물로 지정하여 보호하고 있다.","구실잣밤나무, 모밀잣밤나무, 밤나무, 생달나무, 광나무 등으로 구성된 완도 미라리의 상록수림은 해안가를 따라 펼쳐져 있다.","구실잣밤나무,모밀잣밤나무,밤나무,생달나무,광나무,완도,마리리,상록수림,완도,미라리","완도,라리,상록수,림,완도,앞바다,소안도,해안가,길이,로,상록수,림,구성,식물,모밀잣밤나무,구실잣밤나무,밤나무,생달,나무,광나무,후박나무,보리밥나무,사스레피나무,동백나무,해송,등,로부터,마을,사람,곳,마을,안녕,풍년,바,일,무사,제사,현재,우리나라,상록수,림,수,뿐,완도,라리,상록수,림,바,바람,마을,농경지,보호,기능,등,민속,생물학,자료,로서,보존,가치,천연기념물,지정,보호"
25,26,"머리에 두건을 쓴 지장보살상으로 바위형태의 대좌에 앉아 있는 모습이다. 전체 높이가 33.4㎝ 정도의 작은 불상으로 몸체는 두껍게 도금이 되어 있고 대좌는 붉은 빛이 도는 칠을 하였다.  결가부좌한 모습의 지장보살상은 약간 앞으로 고개를 숙이고 있으며 목은 짧게 표현되었다. 양 어깨를 모두 감싼 옷을 입고 왼손에 보주를 들고 있다. 머리와 몸에 비해 다리와 양손이 작게 표현되어 있고, 조선시대 불교조각품으로는 드문 소형 석조상이다. 특이한 바위형태의 대좌 뒷면에는 이 불상 조성 배경 및 시주자와 제작자, 제작연대를 밝혀주는 글이 새겨져 있다.  조선 중종 10년(1515)에 만들어진 이 석조지장보살좌상은 각 부분의 표현이 간략하나 시대적인 특징을 잘 드러내고 있으며, 그 형태가 잘 보존되어 있고 조성 배경이나 연대가 확실하다는 점에서 매우 중요한 가치가 있다.",조선시대 불교조각품 가운데 보기 드물게 소형인 석조지장보살좌상은 표현은 간단하나 시대적인 특성이 잘 나타나 있으며 형태가 잘 남아있고 조성 연대가 확실해 가치 있다.,"조선시대,불교조각품,석조지장보살좌상,지장보살상,조선,중종,10년","머리,두건,지장보살,바위,형태,대좌,모습,전체,높이,정도,불상,몸체,도금,대좌,빛,도,칠,결가부좌,모습,지장보살,약간,앞,고개,목,표현,양,어깨,모두,옷,왼손,보주,머리,몸,다리,손,표현,조선시대,불교,조각품,소형,조상,바위,형태,대좌,면,이,불상,조성,배경,및,주자,제작자,연대,글,조선,중종,이,지장보살,좌상,각,부분,표현,시대,특징,그,형태,보존,조성,배경,연대,점,매우,가치"
26,27,"송계리의 앞산 능선에 삼척시를 바라보며 지어진 성과 그 주위에 분포한 무덤들이다. 송계리산성은 강릉·동해지역으로부터 정선으로 넘어오는 길목인 삽당령과 백복령이 한 눈에 보이는 전략적 요충지에 자리잡고 있다. 성은 경사가 심한 구릉의 동쪽면에 외벽만 돌로 쌓고, 안쪽은 흙과 잡석으로 채운 내탁산성으로 비교적 일직선으로 쌓았다. 남쪽 성벽의 끝부분에서 구릉은 급격히 낮아져 다시 능선을 형성하는데, 이곳을 따라 4기의 무덤이 분포하고 있다. 모두 도굴되어 돌덧널(석곽)이 노출되어 있는데 1기의 대형무덤만 내부를 확인할 수 있다. 확인된 내부구조는 앞트기식돌덧널무덤(횡구식석곽묘)이다. 산성과 무덤은 깊은 연관성이 있는 것으로 생각되지만 산성 안쪽에도 무덤이 안치되어 있어 무덤이 산성보다 늦게 만들어졌을 것으로 보인다. 산성과 무덤주변에서 삼국시대의 것으로 추정되는 토기편들이 수습되었으나, 산성이 정확하게 지어진 때를 파악하기에는 무리가 있다.",삽당령과 백복령이 한눈에 보이는 전략적 요충지에 위치한 송계리산성의 산성과 무덤 주변에서 삼국시대의 것으로 추측되는 토기편들이 나왔으나 지어진 때를 정확히 알 수 없다.,"삽당령,백복령,송계리산성,삼국시대","송계,리,앞산,능선,삼척시,성과,그,주위,분포,무덤,송계,리,산성,강릉,동해,지역,정선,길목,령,백복령,눈,전략,요충지,자리,잡고,성은,경사,구릉,동쪽,면,외벽,돌,안쪽,흙,잡석,채운,탁,산성,비교,일직선,남쪽,성벽,끝,부분,구릉,다시,능선,형성,곳,기,무덤,분포,모두,도굴,돌덧널,석곽,이,노출,기,대형,무덤,내부,확인,수,확인,내부,구조,앞트기,돌,덧널무덤,횡구식석곽묘,산성,무덤,연관,것,생각,산성,안쪽,무덤,안치,무덤,산성,것,산성,무덤,주변,삼국시대,것,추정,토기,편,수습,산성,때,파악,무리"
