,text,imp_words,hannanum_nouns
1723,"정족산성이라고도 하며 단군의 세 아들이 성을 쌓았다는 전설이 있어 삼랑성이라 부른다 이 성이 만들어진 연대는 정확하지 않으나, 고려가 1259년 삼랑성 안에 궁궐을 만들었다고 하니 그 전에 이미 성이 있었음을 알 수 있다 성곽이 쌓여져 있는 모습을 보면 보은의 삼년산성이나 경주의 명활산성처럼 삼국시대 성의 구조를 찾을 수 있으므로, 삼국시대에 만들어진 성으로 추측된다 고려 때 보수공사가 있었던 것으로 보이며, 영조 15년에 성을 다시 쌓으면서 남문에 문루를 만들고 종해루라고 하였다 조선 현종 1년 마니산의 사고에 보관되어 있던 조선왕조실록을 성 안에 있는 정족산사고로 옮기고, 왕실의 족보를 보관하는 선원보각을 함께 지었다 그러나 지금은 둘 다 없어지고 전등사만 남아있다 이곳은 고종 3년의 병인양요 때 동문과 남문으로 공격을 해오던 160여 명의 프랑스군을 무찌른 곳으로도 유명하다으로 명칭변경 되었습니다 ","정족산성,삼랑성,단군","정족산성,단군,세,아들,성,전설,삼랑성,성,연대,정확,고려,1259년,삼랑성,안,궁궐,전,성,수,성곽,모습,보은,삼년산성,경주,명활산성처럼,삼국시대,성,구조,수,삼국시대,성,추측,고려,때,보수공사,것,영조,15년,성,남문,문루,종해루,조선,현종,1년,마니산,사고,보관,조선왕조실록,성,안,정족산사고,왕실,족보,보관,선원보각,지,지금,둘,전등사,이곳,고종,3년,병인양요,때,동문,남문,공격,160,명,프랑스군,곳,유명하다,명칭변경,되"
1724,"조선 인종 때의 학자인 하서 김인후와 관련된 문서들을 새긴 목판으로, 모두 56판이다 김인후는 1540년 문과에 급제하여 문원부정자를 시작으로 홍문관의 박사와 부수찬, 옥과현감 등의 벼슬을 지냈다 시문에 뛰어나 10여 권의 문집을 남겼으나 도학에 관해 쓴 책은 많지 않다 천문, 지리, 의약, 산수에도 정통하였으며, 제자로는 정철, 조희문 등이 있다 그가 죽은 후 장성의 필암서원, 옥과의 영귀서원 등에 모셔졌고, 시호는 문정이다 광해군 2년에 새긴 초서천자문 18판과 해자무이구곡 18판, 선조 1년 새긴 백련초해 13판과 유묵 4판, 그리고 인종이 김인후에게 하사한 묵죽도판 3판으로 선조 1년과 영조 46년에 새긴 것이다 안진경체에 바탕한 김인후의 초서체 글씨는 당시 성리학자 특히 호남 학자들 사이에 전형적인 모범 글씨가 되었다백련초해는 100가지 싯구를 한글로 해석한 것인데,백련초해한글판 가운데 연대가 가장 앞섰고 인종의 판체인 묵죽도판은 판각의 변천을 알 수 있는 것으로 그 가치가 높이 평가된다","김인후,초서체,글씨,호남,성리학자","조선,인종,때,학자,김인후,관련,문서들,목판,56판,김,1540년,문과,급제,문원부정자,시작,홍문관,박사,부수찬,옥과현감,등,벼슬,시문,10,권,문집,도학,책,천문,지,의약,수,정통,제자,정철,조희문,등,그,후,장성,필암서원,,옥,영귀서원,등,시호,문정이다,광해군,2년,초서천자문,18판,해자무이구곡,18판,선조,1년,백련초해,13판,유묵,4판,인종,김인후에,하사,묵죽도판,3판,선조,1년,영조,46년,것,안진경체,바탕한,김인후,초서체,글씨,당시,성리학자,호남,학자들,사이,전형적,모범,글씨,되었다백련초해,100가지,싯구,한글,해석,것인데,백련초해한글판,가운데,연대,인종,체,묵죽도판,판각,변천,수,것,가치,평가"
1725,"무명의 원료가 되는 목화는 고려 후기 문익점이 중국 원나라에서 들여온 것으로 고려 후기부터 조선 후기에 이르기까지 면이 의류의 대부분을 차지했다 조선 전기부터는 쌀과 함께 화폐구실을 할 정도로 급속히 보급되었으며, 일본으로 보내는 주요 교역품 가운데 하나였다 무명은 광목, 옥양목, 서양목 등으로 나뉘는 우리나라의 전통직물로, 의복의 재료 이외에도 이불 재료나 기타 생활용구를 만드는 재료로 가장 많이 이용되었다 제작과정은 목화재배와 수확, 씨앗기와 솜타기, 고치말기, 실잣기, 무명날기, 베매기, 무명짜기 순으로 나뉜다 씨앗기와 솜타기는 목화에서 씨를 빼내고 솜활이라는 기구를 이용해 솜을 부드럽게 만드는 과정이다 고치말기는 솜을 말판 위에 펴놓고 말대로 비비는 과정이며, 실잣기는 물레를 이용해 실을 뽑고, 뽑은 실을 가락에 감는 단계이다 무명날기는 실의 굵기에 의해 한폭에 몇 올이 들어갈지 결정하는 것이다 무명날기가 끝난 날실을 팽팽하게 하는 베매기와 풀먹이기 과정을 거친 후 베틀을 이용하여 무명을 짠다 무명짜기는 한민족의 옷을 풍요롭게 하고 한민족의 애환을 담고 있는 역사적인 전통기법으로 보호하고 전승하기 위해 무형문화재로 지정하였다 경북 성주군에 살고 있는 기능보유자 백문기씨가 그 맥을 이어가고 있다","목화,고려후기,문익점,원나라,화폐,일본","무명,원료,목화,고려,후,문익점,중국,원나라,것,고려,후,조선,후,면,의류,대부분,조선,전기,쌀,화폐구실,정도,보급,일본,주요,교역품,가운데,하나,무명,광목,옥양목,서양목,등,우리나라,전통직물,의복,재료,이외,이불,재료,기타,생활용구,재료,이용,제작과정,목화재배,수확,씨앗기,솜타기,,고치말기,실잣기,,무명날기,,베매기,,무명짜,순,씨앗기,솜타기,목화,씨,솜활,기구,이용,솜,과정,고치말기,솜,판,위,말,과정,실잣기,물레,이용,가락,단계,무명날기,실,한폭,몇,올,결정,것,무명날기,날,베매,풀먹,과정,후,베틀,이용,무명,무명짜기,한민족,옷,풍요,한민족,애환,역사적,전통기법,보호,전승,무형문화재,지정,경북,성주군,기능보유자,백문기씨,맥"
1726,"대불정여래밀인수증요의제보살만행수능엄경은 줄여서 대불정수능엄경또는 능엄경이라 부르기도 하는데, 부처님의 말씀을 머리속으로만 이해하는데 그치지 않고 자신이 직접 경험하여 얻을 것을 주요사상으로 하고 있다 능엄경은 전체 10권으로 되어 있으며 스님들이 수련과정에서 필수적으로 배우는 경전이다 대불정여래밀인수증료의제보살만행수능엄경는 당나라의 반자밀제가 번역하고 송나라의 계환이 해석한 것을 조선 태종 1년에 태조의 명으로 간행한 것이다 닥종이에 찍은 목판본으로 권110의 내용을 5권의 책으로 엮었으며, 크기는 세로 385, 가로 229이다 책 끝에 있는 권근의 글을 통해서 목판을 새기는 작업에 대덕 명호를 비롯한 많은 사람이 동원되었으며, 윤모가 총괄적인 책임을 맡고 있었음을 알 수 있다 숭유억불책을 국시로 삼고 실천하던 당시에 태조의 명에 의해 불경이 간행되었다는 점이 주목되며, 능엄경 전체의 내용이 전하는 독자적인 판본이라는 점에서도 귀중한 자료로 여겨진다","대불정수능엄경,대불정여래밀수인수증요의제보살만행수능엄경,태조,능엄경","대불정여래밀인수증요의제보살만행수능엄경,대불정수능엄경또,능엄경,부처님,말씀,머리속,이해,자신,경험,것,주요사상,능엄경,전체,10권,스님들,수련과정,필수적,경전,대불정여래밀인수증료의제보살만행수능엄경,당나라,반자밀제,번역,송나라,계환,해석,것,조선,태종,1년,태조,명,간행한,것,닥종이,목판본,권110,내용,5권,책,세,385,가로,229,책,끝,권근,글,목판,작업,대덕,명호,비롯,사람,동원,윤모,총괄적,책,수,숭유억불책,국시,실천,당시,태조,명,불경,간행,점,주목,능엄경,전체,내용,독자적,판본,점,귀중,자료"
1727,"부산박물관 소장 박기종 유물 일괄은 문서류 25점, 전적류 3점, 사진류 5점 등 총 33점으로, 1978년 박기종 선생의 후손이 부산박물관에 기증한 유물이다 문서류는 교지, 칙령, 칙지 등 박기종 본인과 부인, 조부모, 증조부모와 관련된 것과 개성학교 건립 시 사용한 당좌수표인 개성학교 금수취록 등이다전적류는상경일기 1책, 도총 2책이다 두 책 모두 박기종이 외부참서관에 임명되기 직전부터 시작하여, 재임 중 서울에서 생활하면서 한말 외교 관계의 주요 사항을 일기체로 쓴 필사본으로 유일본이다 이 두 책은 사료적 가치의 중요성 때문에 이미 1972년과 1989년에 영인, 간행된 바 있다 그리고 전통 대례복이나 신식 양복 등을 입고 있는 사진류는 그의 관직 활동이나 유품과 관련된 유물을 고증할 수 있는 중요한 자료이다박기종은 우리나라 및 부산의 근대사에서 큰 족적을 남긴 인물로 부산 최초의 근대적 신식학교인 개성학교를 1895년 설립하는데, 이 학교는 현재 봉래초등학교, 개성중학교, 개성고등학교로 그 전통을 이어오고 있다 또한 한국 최초의 철도회사인 부하철도주식회사를 설립하여 민간인 철도부설운동의 선구자로 평가되고 있다부산박물관 소장 박기종 유물 일괄은 박기종의 개인사는 물론, 부산 및 한국 근대사 연구에서 문헌자료로서의 사료적 가치가 매우 높은 자료이다","박기종,부산박물관,한국,근대사","부산박물관,소장,박기종,유물,일괄,문서,25점,전적,3점,사진,5점,등,33점,1978년,박기종,선생,후손,부산박물관,기증,유물,문서,교,칙령,칙지,등,박기종,본인,부인,조부모,증조부모,관련,것,개성학교,건립,시,사용,당좌수표,개성학교,금수취록,등이다전적류는상경일기,1책,,도총,2책이다,두,책,박기종,외부참서관,임명,직전,시작,재,중,서울,생활,한말,외교,관계,주요,사항,일기체,필사본,유일본,두,책,사료적,가치,중요성,때문,1972년,1989년,영,간행,바,전통,대례복,신식,양복,등,사진,그,관직,활동,유품,관련,유물,고증,수,중요,자료이다박기종,우리나라,부산,근대사,족적,인물,부산,최초,근대적,신식학교,개성학교,1895년,설립,학교,봉래초등학교,,개성중학교,개성고등학교,전통,한국,최초,철도회사,부하철도주식회사,설립,민간,철도부설운동,선구자,평가,있다부산박물관,소장,박기종,유물,일괄,박기종,개인사,물론,부산,한국,근대사,연구,문헌자료,사료적,가치,자료"
1728,"임진왜란이 끝난 뒤 선조는 1604년 6월 25일에 임진왜란에 혁혁한 무공을 세운 이순신을 효충장의적의협력선무공신1등으로 책봉하였다 그리고 동년10월 29일에 이순신의 초상화를 그려 후세에 전하도록 하고 관작과 품계를 3자급씩 초천하도록 하였다 아울러 부모와 처자도 3자급씩 초천하도록 하되, 아들이 없으면 생질과 여서를 2자급씩 초천하고 적장은 세습하도록 하여 그 녹봉을 잃지 않게 할 것이며, 영원히 사유의 은전을 받도록 하였다 또한 반당10인, 노비13구, 구사7명, 전지150결,은자10냥, 내구마1필도 사급하도록 하였다약정된 사급노비는 13구였으나 당시는 전란의 직후라 국가의 재정이 넉넉하지 못하여 사급하지 못하다가 이듬해정월 19일에야 비로소 전라도 부안과 고산, 충청도 온양과 천안 등지의 관노비 8명을 사급하기에 이르렀는데 이때 발급한 사패교지가 보물 제1564호로 지정되어 있다약정된 사급노비 13구 중 나머지 5구는 왜란이 끝난 한참 후까지 사급하지 못하다가 효종 4년2월에 이르러 사급하게 되는데, 이때 작성된 교지가 바로 이순신 사패교지이다 이에 의하면 경상도 안동부에 배속되어 있던 예빈시사재감종친부 등의 노비를 지급하였던 것으로 나타난다정조대왕은 임진란의 영웅이었던 이순신에게 남다른 관심을 가지고 있었다 그 결과 정조실록에 의하면 정조 17년7월 21일에 생각해보면 충무공의 그 충성과 위무로서 죽은 뒤에 아직까지 영의정을 가증하지 못한 것은 실로 잘못된 일이었다 유명수군도독 조선국 증효충장의적의협력선무공신 대광보국숭록대부 의정부좌의정 덕풍부원군 행 정헌대부 전라좌도 수군절도사 겸 삼도통제사 충무공 이순신에게 의정부 영의정을 가증하라 비석을 세우는 날의 치제에 대하여는 전에 명을 내려 알렸는데, 벼슬을 추증하고 선고하는 일도 그날 함께 거행하도록 하라고 전지하였다 정조의 하명에 따라 증직교지가 같은 날 곧바로 내려졌는데, 이때 내려진 교지가 바로 이순신 증직교지이다충무공 이순신의 사패교지와 증직교지는 역사적, 학술적으로 문화재적인 가치가 매우 높다 이순신과 관련된 고문서는 교서, 유서, 유지, 무과홍패, 증직증시교지를 비롯하여 별급문기, 이순신 처 방씨 고신교지 등 14건이 지정되어 있으므로 이순신의 1653년 사패교지와 1793년 증직교지도 지정할 가치가 있다","선조,임진왜란,이순신,품계,3자급,효충장의적의협력선무공신","임진왜란,뒤,선조,1604년,6월,25일,임진왜란,혁혁,무공,이순신,효충장의적의협력선무공신1등,책봉,동년10월,29일,이순신,초상화,후세,관작,품계,3자급씩,초천하도록,부모,처자,3자급씩,초천하도록,아들,생질,여서,2자급씩,초천하,적장,세습,녹봉,것,사유,은전,반당10인,,노비13구,,구사7명,전지150결,은자10냥,,내구마1필,사급하도록,하였다약정된,사급노비,13구,당시,전란,직후,국가,재정,넉넉,사급하지,이듬해정월,19일,전,부,고산,충청,양,천,등지,관노비,8명,사급하,이때,발급,사패교지,보물,제1564호,지정,있다약정된,사급노비,13구,중,나머지,5구,왜란,한참,후,사급하,효종,4년2월,사급하,이때,작성,교지,이순신,사패교지이다,이,경상,안동부,배속,예빈시사재감종친부,등,노비,지급,것,나타난다정조대왕,임진란,영웅,이순신에,관심,결과,정조실록,정조,17년7월,21일,생각,충무공,충성,위무,뒤,영의정,가증,것,잘못된,일,유명수군도독,조선국,증효충장의적의협력선무공신,대광보국숭록대부,의정부좌의정,덕풍부원군,행,정헌대부,전라좌,수군절도사,겸,삼도통제사,충무공,이순신에,의정부,영의정,가증,비석,날,치제,전,명,벼슬,추증,선고,일,그날,거행,지하,정조,하명,증직교지,날,이때,교지,이순신,증직교지이다충무공,이순신,사패교지,증직교지,역사적,학술적,문화재적,가치,이순신,관련,고문서,교서,유서,유지,무과홍패,,증직증시교지,비롯,별급문기,,이순신,처,방씨,고신교지,등,14건,지정,이순신,1653년,사패교지,1793년,증직교지,지정,가치"
1729,"조선 22대 정조의 후궁이자 23대 순조의 생모 유비 박씨의 원이다유비는 박준원의 딸로 1787년 유빈으로 책봉되었고, 정조 사이에서 순조와 순선옹주를 낳았다 아들 순조가 왕위에 오르자 왕의 생모로서 예우를 받으며 지냈다이후 대한제국 선포 후 1901년 황제의 후궁이자 황제의 사친이므로 특별히 추봉해야한다는 논의로 유비로 추봉되었다휘경원은 처음 현 서울 동대문구 휘경동에 조성되었다가 1855년 현 순강원 근처로 옮겼다 그러나 풍수지리상 자리가 좋지 못하다하여 1863년 현재의 자리로 다시 옮겼다원침에는 병풍석과 난간석을 생략하고 문석인, 석양, 석호, 석마, 장명등, 혼유석, 망주석을 세웠다 원침 아래에는 정자각과 비각, 홍살문을 조성하였다 의 음은 수 또는 유이나, 1823년에 작성된 유빈박씨 진향문에 한글로 유빈이라 기록되어 있어 이를 토대로 유로 씀  남양주 휘경원은 사적지 원형 보존과 훼손 방지를 위하여 비공개로 관리중입니다 학술조사 등 목적으로 관람을 희망하실 경우에는 사전에 관리소에서 허가를 받은 후 출입 가능합니다","휘경원,정조,유비,박씨","조선,22대,정조,후궁,23대,순조,생모,유비,박씨,원이다유비,박준원,딸,1787년,유빈,책봉,정조,사이,순조,순선옹주,아들,순조,왕위,왕,생모,예우,지냈다이후,대한제국,선포,후,1901년,황제,후궁,황제,사친이므,추봉해야한다,논의,유비,추봉되었다휘경원,서울,동대문구,휘경동,조성,1855년,순강원,근처,풍수지리상,자리,1863년,현재,자리,옮겼다원침,병풍석,난간석,생략,문석인,,석양,석호,,석마,,장명등,혼유석,,망주석,원침,아래,정자각,비각,홍살문,조성,의,음,수,유,1823년,작성,유빈박씨,진향문,한글,유빈,기록,이,토대,유,남양주,휘경원,사적지,원형,보존,훼손,방지,비공개,관리중,학술조사,등,목적,관람,희망,경우,사전,관리소,허가,후,출입,가능"
1730,"비마라사는 속리산 서쪽 속칭 부처바위골에 1999년에 창건된 절이다 석조보살상은 주지스님이 인근에서 수습하였다 하는데 그간에는 전혀 알려지지 않았던 불상이다 불신과 대좌가 전하고 광배는 없어졌다 불신은 목과 허리부분이 절단된 것을 다시 붙여놓은 상태이다 이 불상은 전체높이 151, 머리높이 27, 어깨너비 34, 대좌높이 14, 대좌직경 54, 가슴너비 23이다 머리 위에는 보관을 썼는데 삼면관으로 중앙에 화불이 배치되어 있어 관세음보살임을 알 수 있다 원만한 상호와 천의의 처리, 양쪽 팔의 장식, 단아한 동체의 조성양식과 수법 등으로 보아 통일신라시대에 조성된 것으로 보인다 화강암 1석으로 조성하였는데 입상과 대좌가 동일석으로 대좌 위에 직립형태를 보인다 코, 귀부분이 상당히 마모되어 있는데 미신을 섬기는 주민들이 긁어 갔다고 한다 한때 마을의 청년이 도굴하여 운반 중인 것을 마을사람들이 만류하였는데 운반 중 목부분과 동체부분이 부러졌다고 하며 시멘트로 접착되어 있다","속리산,비마라사,석조보살상,광배,대좌,불신","비마라사,속리산,서쪽,속칭,부처바위골,1999년,창건,절,석조보살상,주지스님,인근,수습,그간,불상,불신,대좌,광배,불신,목,허리부분,절단,것,상태,불상,전체높이,151,머리높이,27,어깨너비,34,대좌높이,14,대좌직경,54,가슴너비,23,머리,위,보관,삼면관,중앙,화불,배치,관세음보살,수,원만,상호,천의,처리,양쪽,팔,장식,단아,동체,조성양식,수법,등,통일신라시대,조성,것,화강암,1석,조성,입상,대좌,동일석,대좌,위,직립형태,귀부분,마모,미신,주민들,때,마을,청년,도굴,운반,중,것,마을사람들,만류,운반,중,목부분,동체부분,시멘트,접착"
1731,"빛벌가야를 신라 영토로 편입한 진흥왕이 이곳을 순시하면서 민심을 살핀 후 그 기념으로 세운 비이다 당시 창녕군은 신라가 서쪽으로 진출하는데 있어 마치 부채살의 꼭지와 같은 중요한 길목이었는데, 진흥왕 16년 신라에 병합되었고, 565년에는 대야주와 합쳐져 비사벌군 또는 비자화군으로 불리워지게 되었다 비는 목마산성 기슭에 있던 것을 1924년 지금의 자리로 옮겨 비각안에 모셔 둔 것으로, 자연석의 앞면을 평평하게 다듬어 비문을 새기고, 그 둘레에 선으로 윤곽을 돌려놓은 모습이다 다른 순수비와 달리 순수관경이라는 제목이 보이지 않아 척경비라 일컫고 있으나, 임금을 수행한 신하들의 명단이 기록되어 있는 것으로 보아 순수비에 속한다 할 수 있다 비문은 심하게 닳아 있어 판독하기가 힘든 상태이나, 후반부는 명확히 읽어낼 수 있을 만큼 선명하다 다른 순수비의 내용을 참고할 때 대략 진흥왕이 빛벌가야를 점령하여 영토를 확장한 사실과 왕의 통치이념, 포부 등이 실려 있었던 것으로 보이는데, 후반부에 당시 왕을 수행하던 신하들의 명단이 직관, 직위, 소속의 순서대로 나열되어 있어 당시 지방행정조직, 신분제 및 사회조직을 파악하는데 많은 도움이 되고 있다 비를 세운 시기는 대가야가 멸망하기 1년 전인 신라 진흥왕 22년으로, 이 지역을 가야진출의 발판으로 삼고자 한 왕의 정치적인 의도가 엿보인다 또한 진흥왕 당시의 사실을 기록해 놓아삼국사기의 내용을 보완해줌으로써, 이 시대의 역사적 사실을 밝히고 이해하는데 크게 기여하고 있다","진흥왕,22년,가야,삼국사기","빛벌가야,라,영토,편입,진흥왕,이곳,순시,민심,후,기념,비,당시,창녕군,라,서쪽,진출,부채살,꼭지,중요,길목,진흥왕,16년,라,병합,565년,대야주,비사벌군,비자화군,목마산성,기슭,것,1924년,지금,자리,비각안,것,자연석,앞면,평평,비문,새,둘레,선,윤곽,모습,순수비,순수관경,제목,척경비,임금,수행,신하들,명단,기록,것,순수비,수,비문,판독,상태,후반부,수,만큼,선명,순수비,내용,때,진흥왕,빛벌가야,점령하,영토,확장,사실,왕,통치이념,포부,등,것,후반부,당시,왕,수행,신하들,명단,직관,직위,소속,순서,나열,당시,지방행정조직,신분제,사회조직,파악,도움,비,시기,멸망,1년,전,라,진흥왕,22년,지역,가야진출,발판,왕,정치적,의도,진흥왕,당시,사실,기록,놓아삼국사기,내용,보완,시대,역사적,사실,이해,기"
1732,"경남대학교 박물관 소장 데라우치문고는 조선 제3대 통감과 초대 총독을 지내고 일본의 총리대신을 역임한 데라우치 마사다케가 한국 재임 중에 수집한 자료를 일본으로 가져가 세운 데라우치문고로부터 돌려받은 조선시대 문헌을 말한다 일본 야마구치현립대학의 데라우치문고에는 조선과 관계된 문헌이 약 1,000여종 1,500여점 소장되어 있다고 한다 경남대학교 박물관은 이중 98종 135책 1축을 1996년 1월 24일에 일본 야마구치현립대학으로부터 기증받아 전시, 보관하고 있다 이들 유물은 경남대학교 당국의 적극적이며 지속적인 문화재 환수 의지와 데라우치 가문의 기증 의사, 그리고 한일의원연명의 협력 등이 함께 어우러져 돌아올 수 있었던 것으로, 해외유출 문화재의 환수의 모범적인 사례로 꼽히고 있다 경남대학교 박물관 소장 유물들은 우리나라가 어려움에 처했던 시기에 해외로 유출된 문화재가 민, 관, 학의 협력에 의해 대량으로 환수되었다는 점에서 그 의미를 더해준다","조선,데라우치문고,경남대학교","경남대학교,박물관,소장,데라우치문고,조선,제3대,통감,초대,총독,일본,총리대신,역임,데라우치,마사다케,한국,재,중,수집,자료,일본,데라우치문고로부터,조선시대,문헌,말,일본,야마구치현립대학,데라우치문고,조선,관계,문헌,약,1,000,종,1,500,점,소장,경남대학교,박물관,이중,98종,135책,1축,1996년,1월,24일,일본,야마구치현립대학으로부터,기증,전시,보관,이,유물,경남대학교,당국,적극적,지속적,문화재,환수,의지,데라우치,가문,기증,의사,한일의원연명,협력,등,수,것,해외유출,문화재,환수,모범적,사례,경남대학교,박물관,소장,유물들,우리나라,어려움,시,해외,유출,문화재,관,학,협력,대량,환수,점,의미"
1733,"도산서당은 퇴계의 건축관이 반영된 초기 형태의 서당으로 16세기의 건축형식과 독자적인 특성이 잘 드러남 집이 들어선 터는 선비가 학문에 침잠하고 자연을 관상하기에 알맞은 환경을 갖추고, 건물은 전체 3칸의 작은 규모지만 후면과 서측면에 툇기둥을 세우고 동측면에는 익첨을 두어 한 사람의 선비가 거처하기에 부족함 없는 공간을 갖춤 이황 사후에 도산서원을 세우면서는 서당 건물과 농운정사를 그대로 둔 채 그 뒤로 서원을 조성하여 선현의 유적을 온전하게 보존함 도산서당은 조선 성리학의 큰 학맥을 이룬 퇴계 이황이 말년의 10년을 보낸 곳으로, 선생 생전의 건물모습이 거의 달라지지 않고 유지하고 있으며, 이곳에서 선생은 주요한 저술 작업을 하고 수많은 제자들을 가르쳤던 곳으로, 도산서당은 16세기 선비들이 추구한 건축적 이상이 잘 구현된 건물로 평가됨 정면 3칸, 측면 1칸 최소한의 규모 안에 마루와 온돌, 부엌 각 1칸의 간결한 실내 구성을 하여 선비의 일상을 담고 있으며, 소박하면서 기능적인 다양한 형태의 창문을 설치하여 단정한 건물 외관을 이룸 선생 사후에는 서당을 그대로 남겨 두고 그 뒤편으로 서원을 조성하여 선현의 유적과 서원이 경내에 함께 남아있는 드문 사례로 역사적 가치가 충분함 이상의 사유로 역사적, 학술적, 건축사적 가치가 뛰어나 보물로 지정해 보존 관리할 필요가 있음","퇴계,이황,도산서당","도산서당,퇴계,건축관,반영,초,형태,서당,16세기,건축형식,독자적,특성,집,터,선비,학문,침잠,자연,관상하기,환경,건물,전체,3칸,규모,후면,서측면,툇기둥,동측면,익첨,사람,선비,거처하기,부족함,공간,이황,사후,도산서원,서당,건물,농운정사,채,뒤,서원,조성,선현,유적,온전,보존,도산서당,조선,성리학,학맥,퇴계,이황,년,10년,곳,선생,생전,건물모습,유지,이곳,선생,주요,저술,작업,제자들,곳,도산서당,16세,선비들,추구,건축적,이상,구현,건물,평가,정면,3칸,측면,1칸,최소한,규모,안,마루,온돌,부엌,1칸,간결한,실내,구성,선비,일상,소박,기능적,다양한,형태,창문,설치,단정,건물,외관,선생,사후,서당,뒤편,서원,조성,선현,유적,서원,경내,사례,역사적,가치,충분함,이상,사유,역사적,학술적,건축사적,가치,보물,지정,보존,관리,필요"
1734,"흥선대원군으로 보다 잘 알려진 석파 이하응이 만 71세 때에 유모의 부탁을 받고 그린 12폭 석란도이다 그림들은 2폭씩 대칭구도를 이루도록 배치되어 있는데, 각 폭에는 다양한 괴석과 난초가 어울려 있다 난초잎은 뿌리에서 촘촘히 자라나 위로 한껏 기세를 뿜으며 부드럽게 퍼지게 표현되었는데, 전형적인 그의 후기 난초의 모습이 잘 나타나 있다 바위의 경우 당시의 서화가인 정학교가 그린 괴석의 영향을 반영하여 각진 형태의 바위가 첩첩이 쌓인 모습, 기타 부드러운 바위 등을 폭에 따라 배치하였다 흥선대원군의 서체는 추사 김정희의 영향을 받아 발달했으나 만년에는 자신만의 독특한 경지를 선보이게 되었는데, 행서로 쓰여진 이 병풍의 그림 제목은 그의 만년 작품에 잘 보이는 것이다 그림 제목은 병풍 좌우측에 산문 형식으로 쓰여져 있는데 자신이 이 병풍을 유모라는 사람에게 그려주게 된 연유, 병풍 형식의 변천과정, 이 그림이 진정한 감상의 대상이 되기를 바라는 생각 등을 적었다 그리고 맨 마지막 폭에는 그림을 그린 시기와 흥선대원군 자신이 회혼을 맞은 사실을 써 놓았다 이 병풍은 드물게 보는 12폭 병풍으로 각 폭의 아래부분이 약간씩 상했으나 그림 부분의 보존상태는 매우 양호한 편이다 전체적으로 돋보이는 화면 구성, 활달하고 분방한 필치, 유려한 용묵법 등 흥선대원군의 노년기 원숙한 묵란 양식을 잘 보여주는 작품으로 평가된다","대칭구도,2폭,난초,괴석,석란도,이하응","흥선대원군,석파,이하응,71세,때,유모,부탁,12폭,석란도이다,그림들,2폭,대칭구도,배치,폭,다양한,괴석,난초,난초잎,뿌리,위,기세,표현,전형적,그,후,난초,모습,바위,경우,당시,서화가인,정학교,괴석,영향,반영,각진,형태,바위,첩첩,모습,기타,바위,등,폭,배치,흥선대원군,서체,추사,김정희,영향,발달,만년,자신만,독특,경지,행서,병풍,제목,그,만년,작품,것,제목,병풍,좌우,산문,형식,자신,병풍,유모,사람,연유,병풍,형식,변천과정,그림,진정한,감상,대상,생각,등,마지막,폭,그림,시,흥선대원군,자신,회혼,사실,병풍,12폭,병풍,폭,아래부분,약간씩,부분,보존상태,양호한,편,전체적,화,구성,활달,분방한,필치,유,용묵법,등,흥선대원군,노년기,원숙한,묵,양식,작품,평가"
